Macrotrends Data Download;
;
Copper Prices - 45 Year Historical Chart;
;
"DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED ""AS IS"" AND SOLELY";
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.;
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE;
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.;
;
;
;
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".";
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.";
;
;
date; value
25/10/1974;0.6020
28/10/1974;0.6020
29/10/1974;0.5920
30/10/1974;0.6030
31/10/1974;0.6360
01/11/1974;0.6210
04/11/1974;0.6140
06/11/1974;0.6640
07/11/1974;0.6370
08/11/1974;0.6450
12/11/1974;0.6310
13/11/1974;0.6120
14/11/1974;0.6240
15/11/1974;0.6390
18/11/1974;0.6320
19/11/1974;0.5990
20/11/1974;0.5930
21/11/1974;0.5920
22/11/1974;0.5780
25/11/1974;0.5694
26/11/1974;0.5732
27/11/1974;0.5878
29/11/1974;0.5876
02/12/1974;0.5840
03/12/1974;0.5800
04/12/1974;0.5710
05/12/1974;0.5840
06/12/1974;0.5800
09/12/1974;0.5740
10/12/1974;0.5730
11/12/1974;0.5530
12/12/1974;0.5520
13/12/1974;0.5450
16/12/1974;0.5390
17/12/1974;0.5350
18/12/1974;0.5420
19/12/1974;0.5400
20/12/1974;0.5350
23/12/1974;0.5410
24/12/1974;0.5430
26/12/1974;0.5538
27/12/1974;0.5768
30/12/1974;0.5532
31/12/1974;0.5336
02/01/1975;0.5310
03/01/1975;0.5310
06/01/1975;0.5220
07/01/1975;0.5290
08/01/1975;0.5320
09/01/1975;0.5360
10/01/1975;0.5320
13/01/1975;0.5300
14/01/1975;0.5440
15/01/1975;0.5350
16/01/1975;0.5200
17/01/1975;0.5200
20/01/1975;0.5240
21/01/1975;0.5200
22/01/1975;0.5170
23/01/1975;0.5250
24/01/1975;0.5180
27/01/1975;0.5360
28/01/1975;0.5290
29/01/1975;0.5220
30/01/1975;0.5240
31/01/1975;0.5240
03/02/1975;0.5380
04/02/1975;0.5280
05/02/1975;0.5230
06/02/1975;0.5200
07/02/1975;0.5250
10/02/1975;0.5290
11/02/1975;0.5300
13/02/1975;0.5570
14/02/1975;0.5640
18/02/1975;0.5640
19/02/1975;0.5480
20/02/1975;0.5670
21/02/1975;0.5770
24/02/1975;0.5750
25/02/1975;0.5722
26/02/1975;0.5784
27/02/1975;0.5882
28/02/1975;0.5928
03/03/1975;0.5870
04/03/1975;0.5780
05/03/1975;0.5910
06/03/1975;0.5860
07/03/1975;0.5810
10/03/1975;0.5810
11/03/1975;0.5860
12/03/1975;0.5830
13/03/1975;0.5860
14/03/1975;0.5850
17/03/1975;0.5840
18/03/1975;0.5860
19/03/1975;0.6070
20/03/1975;0.6190
21/03/1975;0.6110
24/03/1975;0.6130
25/03/1975;0.6120
26/03/1975;0.6190
27/03/1975;0.6200
31/03/1975;0.6290
01/04/1975;0.6260
02/04/1975;0.6240
03/04/1975;0.6090
04/04/1975;0.5920
07/04/1975;0.5980
08/04/1975;0.5970
09/04/1975;0.5930
10/04/1975;0.5650
11/04/1975;0.5730
14/04/1975;0.5710
15/04/1975;0.5810
16/04/1975;0.5810
17/04/1975;0.5850
18/04/1975;0.5850
21/04/1975;0.5810
22/04/1975;0.5730
23/04/1975;0.5680
24/04/1975;0.5570
25/04/1975;0.5512
28/04/1975;0.5568
29/04/1975;0.5716
30/04/1975;0.5650
01/05/1975;0.5600
02/05/1975;0.5530
05/05/1975;0.5500
06/05/1975;0.5590
07/05/1975;0.5590
08/05/1975;0.5550
09/05/1975;0.5530
12/05/1975;0.5530
13/05/1975;0.5670
14/05/1975;0.5670
15/05/1975;0.5560
16/05/1975;0.5580
19/05/1975;0.5640
20/05/1975;0.5640
21/05/1975;0.5670
22/05/1975;0.5670
23/05/1975;0.5680
27/05/1975;0.5550
28/05/1975;0.5500
29/05/1975;0.5460
30/05/1975;0.5470
02/06/1975;0.5420
03/06/1975;0.5480
04/06/1975;0.5420
05/06/1975;0.5220
06/06/1975;0.5270
09/06/1975;0.5310
10/06/1975;0.5220
11/06/1975;0.5170
12/06/1975;0.5160
13/06/1975;0.5190
16/06/1975;0.5210
17/06/1975;0.5330
18/06/1975;0.5250
19/06/1975;0.5220
20/06/1975;0.5330
23/06/1975;0.5280
24/06/1975;0.5290
25/06/1975;0.5444
26/06/1975;0.5412
27/06/1975;0.5518
30/06/1975;0.5634
01/07/1975;0.5610
02/07/1975;0.5680
03/07/1975;0.5640
07/07/1975;0.5500
08/07/1975;0.5580
09/07/1975;0.5650
10/07/1975;0.5680
11/07/1975;0.5750
14/07/1975;0.5820
15/07/1975;0.5730
16/07/1975;0.5740
17/07/1975;0.5690
18/07/1975;0.5690
21/07/1975;0.5780
22/07/1975;0.5880
23/07/1975;0.5760
24/07/1975;0.5790
25/07/1975;0.5950
28/07/1975;0.5980
29/07/1975;0.5930
30/07/1975;0.5860
31/07/1975;0.5790
01/08/1975;0.5790
04/08/1975;0.5850
05/08/1975;0.5720
06/08/1975;0.5680
07/08/1975;0.5800
08/08/1975;0.5820
11/08/1975;0.5860
12/08/1975;0.5880
13/08/1975;0.5870
14/08/1975;0.5850
15/08/1975;0.5880
18/08/1975;0.5910
19/08/1975;0.6030
20/08/1975;0.6110
21/08/1975;0.6020
22/08/1975;0.6110
25/08/1975;0.6120
26/08/1975;0.6062
27/08/1975;0.6094
28/08/1975;0.6120
29/08/1975;0.5966
02/09/1975;0.5700
03/09/1975;0.5710
04/09/1975;0.5820
05/09/1975;0.5840
08/09/1975;0.5800
09/09/1975;0.5750
10/09/1975;0.5810
11/09/1975;0.5750
12/09/1975;0.5790
15/09/1975;0.5750
16/09/1975;0.5640
17/09/1975;0.5640
18/09/1975;0.5670
19/09/1975;0.5680
22/09/1975;0.5690
23/09/1975;0.5750
24/09/1975;0.5790
25/09/1975;0.5690
26/09/1975;0.5730
29/09/1975;0.5690
30/09/1975;0.5650
01/10/1975;0.5660
02/10/1975;0.5620
03/10/1975;0.5670
06/10/1975;0.5630
07/10/1975;0.5640
08/10/1975;0.5630
09/10/1975;0.5630
10/10/1975;0.5510
14/10/1975;0.5430
15/10/1975;0.5450
16/10/1975;0.5470
17/10/1975;0.5410
20/10/1975;0.5440
21/10/1975;0.5460
22/10/1975;0.5370
23/10/1975;0.5310
24/10/1975;0.5350
27/10/1975;0.5370
28/10/1975;0.5400
29/10/1975;0.5510
30/10/1975;0.5570
31/10/1975;0.5690
03/11/1975;0.5590
05/11/1975;0.5670
06/11/1975;0.5700
07/11/1975;0.5680
10/11/1975;0.5550
12/11/1975;0.5570
13/11/1975;0.5550
14/11/1975;0.5490
17/11/1975;0.5370
18/11/1975;0.5360
19/11/1975;0.5430
20/11/1975;0.5330
21/11/1975;0.5270
24/11/1975;0.5322
25/11/1975;0.5290
26/11/1975;0.5344
28/11/1975;0.5312
01/12/1975;0.5270
02/12/1975;0.5300
03/12/1975;0.5280
04/12/1975;0.5310
05/12/1975;0.5390
08/12/1975;0.5330
09/12/1975;0.5260
10/12/1975;0.5290
11/12/1975;0.5360
12/12/1975;0.5280
15/12/1975;0.5260
16/12/1975;0.5280
17/12/1975;0.5390
18/12/1975;0.5530
19/12/1975;0.5600
22/12/1975;0.5510
23/12/1975;0.5500
24/12/1975;0.5574
29/12/1975;0.5492
30/12/1975;0.5518
31/12/1975;0.5516
02/01/1976;0.5580
05/01/1976;0.5670
06/01/1976;0.5670
07/01/1976;0.5670
08/01/1976;0.5610
09/01/1976;0.5720
12/01/1976;0.5730
13/01/1976;0.5650
14/01/1976;0.5670
15/01/1976;0.5660
16/01/1976;0.5650
19/01/1976;0.5640
20/01/1976;0.5620
21/01/1976;0.5550
22/01/1976;0.5430
23/01/1976;0.5450
26/01/1976;0.5380
27/01/1976;0.5440
28/01/1976;0.5520
29/01/1976;0.5550
30/01/1976;0.5490
02/02/1976;0.5510
03/02/1976;0.5540
04/02/1976;0.5560
05/02/1976;0.5560
06/02/1976;0.5560
09/02/1976;0.5540
10/02/1976;0.5550
11/02/1976;0.5580
12/02/1976;0.5680
13/02/1976;0.5630
17/02/1976;0.5710
18/02/1976;0.5730
19/02/1976;0.5740
20/02/1976;0.5840
23/02/1976;0.5850
24/02/1976;0.5860
25/02/1976;0.5870
26/02/1976;0.5952
27/02/1976;0.5968
01/03/1976;0.5930
02/03/1976;0.5880
03/03/1976;0.5930
04/03/1976;0.6040
05/03/1976;0.6070
08/03/1976;0.6030
09/03/1976;0.6100
10/03/1976;0.6130
11/03/1976;0.6060
12/03/1976;0.6170
15/03/1976;0.6180
16/03/1976;0.6130
17/03/1976;0.6290
18/03/1976;0.6370
19/03/1976;0.6430
22/03/1976;0.6370
23/03/1976;0.6390
24/03/1976;0.6380
25/03/1976;0.6260
26/03/1976;0.6280
29/03/1976;0.6170
30/03/1976;0.6330
31/03/1976;0.6340
01/04/1976;0.6520
02/04/1976;0.6480
05/04/1976;0.6580
06/04/1976;0.6630
07/04/1976;0.6610
08/04/1976;0.6820
09/04/1976;0.6820
12/04/1976;0.7020
13/04/1976;0.6930
14/04/1976;0.6880
15/04/1976;0.7020
19/04/1976;0.7150
20/04/1976;0.7400
21/04/1976;0.7190
22/04/1976;0.7080
23/04/1976;0.7080
26/04/1976;0.7280
27/04/1976;0.7336
28/04/1976;0.7156
29/04/1976;0.7110
30/04/1976;0.7150
03/05/1976;0.6920
04/05/1976;0.6860
05/05/1976;0.6950
06/05/1976;0.7200
07/05/1976;0.7230
10/05/1976;0.7110
11/05/1976;0.7090
12/05/1976;0.7130
13/05/1976;0.7030
14/05/1976;0.7070
17/05/1976;0.6950
18/05/1976;0.6910
19/05/1976;0.6770
20/05/1976;0.6890
21/05/1976;0.6800
24/05/1976;0.6870
25/05/1976;0.6890
26/05/1976;0.7000
27/05/1976;0.6990
28/05/1976;0.6990
01/06/1976;0.6970
02/06/1976;0.6800
03/06/1976;0.6750
04/06/1976;0.6800
07/06/1976;0.6940
08/06/1976;0.6870
09/06/1976;0.6910
10/06/1976;0.7040
11/06/1976;0.7170
14/06/1976;0.7290
15/06/1976;0.7100
16/06/1976;0.7250
17/06/1976;0.7180
18/06/1976;0.7230
21/06/1976;0.7140
22/06/1976;0.7200
23/06/1976;0.7090
24/06/1976;0.7150
25/06/1976;0.7144
28/06/1976;0.7182
29/06/1976;0.7338
30/06/1976;0.7536
01/07/1976;0.7590
02/07/1976;0.7570
06/07/1976;0.7830
07/07/1976;0.7730
08/07/1976;0.7760
09/07/1976;0.7680
12/07/1976;0.7590
13/07/1976;0.7660
14/07/1976;0.7730
15/07/1976;0.7570
16/07/1976;0.7560
19/07/1976;0.7380
20/07/1976;0.7470
21/07/1976;0.7460
22/07/1976;0.7370
23/07/1976;0.7530
26/07/1976;0.7430
27/07/1976;0.7540
28/07/1976;0.7610
29/07/1976;0.7570
30/07/1976;0.7450
02/08/1976;0.7170
03/08/1976;0.7150
04/08/1976;0.7230
05/08/1976;0.7020
06/08/1976;0.6990
09/08/1976;0.6840
10/08/1976;0.6990
11/08/1976;0.6980
12/08/1976;0.7010
13/08/1976;0.7020
16/08/1976;0.7000
17/08/1976;0.6970
18/08/1976;0.6960
19/08/1976;0.7140
20/08/1976;0.7010
23/08/1976;0.6940
24/08/1976;0.6800
25/08/1976;0.6730
26/08/1976;0.6816
27/08/1976;0.6812
30/08/1976;0.6828
31/08/1976;0.6928
01/09/1976;0.7050
02/09/1976;0.7010
03/09/1976;0.6960
07/09/1976;0.7170
08/09/1976;0.7010
09/09/1976;0.6980
10/09/1976;0.6950
13/09/1976;0.6750
14/09/1976;0.6610
15/09/1976;0.6570
16/09/1976;0.6600
17/09/1976;0.6640
20/09/1976;0.6540
21/09/1976;0.6570
22/09/1976;0.6720
23/09/1976;0.6630
24/09/1976;0.6650
27/09/1976;0.6580
28/09/1976;0.6330
29/09/1976;0.6380
30/09/1976;0.6380
01/10/1976;0.6430
04/10/1976;0.6500
05/10/1976;0.6360
06/10/1976;0.6310
07/10/1976;0.6200
08/10/1976;0.5950
11/10/1976;0.5650
12/10/1976;0.5610
13/10/1976;0.5710
14/10/1976;0.5790
15/10/1976;0.5820
18/10/1976;0.5830
19/10/1976;0.5820
20/10/1976;0.5910
21/10/1976;0.5800
22/10/1976;0.5720
25/10/1976;0.5660
26/10/1976;0.5570
27/10/1976;0.5740
28/10/1976;0.5610
29/10/1976;0.5630
01/11/1976;0.5680
03/11/1976;0.5700
04/11/1976;0.5870
05/11/1976;0.5960
08/11/1976;0.5960
09/11/1976;0.6020
10/11/1976;0.6080
11/11/1976;0.5890
12/11/1976;0.5930
15/11/1976;0.5950
16/11/1976;0.5980
17/11/1976;0.5930
18/11/1976;0.5900
19/11/1976;0.5990
22/11/1976;0.5890
23/11/1976;0.5750
24/11/1976;0.5748
26/11/1976;0.5680
29/11/1976;0.5734
30/11/1976;0.5712
01/12/1976;0.5700
02/12/1976;0.5700
03/12/1976;0.5770
06/12/1976;0.5790
07/12/1976;0.5780
08/12/1976;0.5850
09/12/1976;0.5840
10/12/1976;0.5850
13/12/1976;0.5850
14/12/1976;0.5870
15/12/1976;0.5960
16/12/1976;0.5950
17/12/1976;0.6020
20/12/1976;0.6020
21/12/1976;0.6100
22/12/1976;0.6110
23/12/1976;0.6100
27/12/1976;0.6204
28/12/1976;0.6282
29/12/1976;0.6268
30/12/1976;0.6304
03/01/1977;0.6440
04/01/1977;0.6370
05/01/1977;0.6330
06/01/1977;0.6380
07/01/1977;0.6280
10/01/1977;0.6270
11/01/1977;0.6330
12/01/1977;0.6370
13/01/1977;0.6310
14/01/1977;0.6350
17/01/1977;0.6510
18/01/1977;0.6520
19/01/1977;0.6590
20/01/1977;0.6600
21/01/1977;0.6650
24/01/1977;0.6680
25/01/1977;0.6590
26/01/1977;0.6690
27/01/1977;0.6630
28/01/1977;0.6570
31/01/1977;0.6470
01/02/1977;0.6520
02/02/1977;0.6600
03/02/1977;0.6560
04/02/1977;0.6600
07/02/1977;0.6650
08/02/1977;0.6620
09/02/1977;0.6530
10/02/1977;0.6430
11/02/1977;0.6410
14/02/1977;0.6410
15/02/1977;0.6440
16/02/1977;0.6540
17/02/1977;0.6500
18/02/1977;0.6500
22/02/1977;0.6590
23/02/1977;0.6682
24/02/1977;0.6654
25/02/1977;0.6730
28/02/1977;0.6870
01/03/1977;0.6940
02/03/1977;0.6930
03/03/1977;0.6870
04/03/1977;0.6980
07/03/1977;0.6940
08/03/1977;0.6950
09/03/1977;0.6990
10/03/1977;0.6900
11/03/1977;0.6940
14/03/1977;0.7050
15/03/1977;0.7100
16/03/1977;0.7090
17/03/1977;0.7180
18/03/1977;0.7240
21/03/1977;0.7220
22/03/1977;0.7160
23/03/1977;0.7200
24/03/1977;0.7160
25/03/1977;0.7060
28/03/1977;0.6920
29/03/1977;0.6830
30/03/1977;0.7050
31/03/1977;0.7060
01/04/1977;0.7110
04/04/1977;0.7020
05/04/1977;0.6720
06/04/1977;0.6760
07/04/1977;0.6630
11/04/1977;0.6680
12/04/1977;0.6680
13/04/1977;0.6690
14/04/1977;0.6760
15/04/1977;0.6560
18/04/1977;0.6570
19/04/1977;0.6560
20/04/1977;0.6330
21/04/1977;0.6430
22/04/1977;0.6450
25/04/1977;0.6390
26/04/1977;0.6380
27/04/1977;0.6360
28/04/1977;0.6298
29/04/1977;0.6394
02/05/1977;0.6540
03/05/1977;0.6510
04/05/1977;0.6450
05/05/1977;0.6490
06/05/1977;0.6470
09/05/1977;0.6530
10/05/1977;0.6630
11/05/1977;0.6600
12/05/1977;0.6600
13/05/1977;0.6650
16/05/1977;0.6710
17/05/1977;0.6540
18/05/1977;0.6420
19/05/1977;0.6390
20/05/1977;0.6170
23/05/1977;0.6080
24/05/1977;0.6160
25/05/1977;0.6060
26/05/1977;0.6090
27/05/1977;0.6120
31/05/1977;0.6040
01/06/1977;0.6050
02/06/1977;0.6080
03/06/1977;0.6060
06/06/1977;0.6120
07/06/1977;0.6120
08/06/1977;0.5870
09/06/1977;0.5760
10/06/1977;0.5910
13/06/1977;0.5870
14/06/1977;0.5920
15/06/1977;0.5970
16/06/1977;0.6050
17/06/1977;0.6340
20/06/1977;0.6410
21/06/1977;0.6170
22/06/1977;0.6160
23/06/1977;0.6270
24/06/1977;0.6180
27/06/1977;0.5926
28/06/1977;0.5886
29/06/1977;0.6088
30/06/1977;0.6064
01/07/1977;0.5810
05/07/1977;0.5690
06/07/1977;0.5820
07/07/1977;0.5800
08/07/1977;0.5830
11/07/1977;0.5900
12/07/1977;0.5670
13/07/1977;0.5760
15/07/1977;0.5740
18/07/1977;0.5740
19/07/1977;0.5780
20/07/1977;0.5760
21/07/1977;0.5750
22/07/1977;0.5750
25/07/1977;0.5730
26/07/1977;0.5700
27/07/1977;0.5700
28/07/1977;0.5640
29/07/1977;0.5630
01/08/1977;0.5500
02/08/1977;0.5490
03/08/1977;0.5520
04/08/1977;0.5550
05/08/1977;0.5470
08/08/1977;0.5400
09/08/1977;0.5440
10/08/1977;0.5380
11/08/1977;0.5330
12/08/1977;0.5260
15/08/1977;0.5200
16/08/1977;0.5340
17/08/1977;0.5260
18/08/1977;0.5270
19/08/1977;0.5310
22/08/1977;0.5250
23/08/1977;0.5230
24/08/1977;0.5250
25/08/1977;0.5280
26/08/1977;0.5276
29/08/1977;0.5252
30/08/1977;0.5318
31/08/1977;0.5516
01/09/1977;0.5570
02/09/1977;0.5670
06/09/1977;0.5650
07/09/1977;0.5630
08/09/1977;0.5510
09/09/1977;0.5580
12/09/1977;0.5560
13/09/1977;0.5530
14/09/1977;0.5520
15/09/1977;0.5550
16/09/1977;0.5650
19/09/1977;0.5640
20/09/1977;0.5700
21/09/1977;0.5740
22/09/1977;0.5700
23/09/1977;0.5570
26/09/1977;0.5550
27/09/1977;0.5570
28/09/1977;0.5630
29/09/1977;0.5660
30/09/1977;0.5640
03/10/1977;0.5600
04/10/1977;0.5700
05/10/1977;0.5670
06/10/1977;0.5670
07/10/1977;0.5730
10/10/1977;0.5790
11/10/1977;0.5780
12/10/1977;0.5720
13/10/1977;0.5660
14/10/1977;0.5710
17/10/1977;0.5660
18/10/1977;0.5720
19/10/1977;0.5660
20/10/1977;0.5680
21/10/1977;0.5730
24/10/1977;0.5690
25/10/1977;0.5680
26/10/1977;0.5570
27/10/1977;0.5490
28/10/1977;0.5460
31/10/1977;0.5500
01/11/1977;0.5470
02/11/1977;0.5500
03/11/1977;0.5470
04/11/1977;0.5480
07/11/1977;0.5400
08/11/1977;0.5450
09/11/1977;0.5530
10/11/1977;0.5470
11/11/1977;0.5490
14/11/1977;0.5430
15/11/1977;0.5470
16/11/1977;0.5530
17/11/1977;0.5560
18/11/1977;0.5580
21/11/1977;0.5530
22/11/1977;0.5550
23/11/1977;0.5570
25/11/1977;0.5560
28/11/1977;0.5580
29/11/1977;0.5610
30/11/1977;0.5692
01/12/1977;0.5750
02/12/1977;0.5750
05/12/1977;0.5750
06/12/1977;0.5750
07/12/1977;0.5750
08/12/1977;0.5800
09/12/1977;0.5830
12/12/1977;0.5900
13/12/1977;0.5860
14/12/1977;0.5860
15/12/1977;0.5860
16/12/1977;0.5960
19/12/1977;0.5950
20/12/1977;0.6000
21/12/1977;0.5960
22/12/1977;0.5970
23/12/1977;0.6000
27/12/1977;0.6068
28/12/1977;0.6066
29/12/1977;0.6058
30/12/1977;0.6014
03/01/1978;0.6130
04/01/1978;0.6060
05/01/1978;0.6060
06/01/1978;0.6050
09/01/1978;0.6040
10/01/1978;0.5960
11/01/1978;0.6020
12/01/1978;0.5980
13/01/1978;0.6000
16/01/1978;0.5910
17/01/1978;0.5930
18/01/1978;0.5930
19/01/1978;0.5850
23/01/1978;0.5910
24/01/1978;0.5810
25/01/1978;0.5760
26/01/1978;0.5720
27/01/1978;0.5760
30/01/1978;0.5780
31/01/1978;0.5800
01/02/1978;0.5720
02/02/1978;0.5690
03/02/1978;0.5760
06/02/1978;0.5740
08/02/1978;0.5700
09/02/1978;0.5810
10/02/1978;0.5830
13/02/1978;0.5840
14/02/1978;0.5770
15/02/1978;0.5800
16/02/1978;0.5800
17/02/1978;0.5700
21/02/1978;0.5740
22/02/1978;0.5560
23/02/1978;0.5530
24/02/1978;0.5554
27/02/1978;0.5606
28/02/1978;0.5630
01/03/1978;0.5640
02/03/1978;0.5720
03/03/1978;0.5730
06/03/1978;0.5700
07/03/1978;0.5800
08/03/1978;0.5950
09/03/1978;0.5930
10/03/1978;0.5910
13/03/1978;0.5920
14/03/1978;0.6040
15/03/1978;0.6050
16/03/1978;0.6000
17/03/1978;0.6010
20/03/1978;0.5810
21/03/1978;0.5820
22/03/1978;0.5950
23/03/1978;0.5990
27/03/1978;0.6140
28/03/1978;0.6150
29/03/1978;0.6110
30/03/1978;0.6100
31/03/1978;0.6060
03/04/1978;0.6020
04/04/1978;0.6150
05/04/1978;0.6090
06/04/1978;0.6180
07/04/1978;0.6200
10/04/1978;0.6180
11/04/1978;0.6140
12/04/1978;0.6090
13/04/1978;0.5990
14/04/1978;0.6060
17/04/1978;0.6070
18/04/1978;0.6030
19/04/1978;0.5870
20/04/1978;0.5840
21/04/1978;0.5760
24/04/1978;0.5700
25/04/1978;0.5784
26/04/1978;0.5868
27/04/1978;0.5870
28/04/1978;0.5990
01/05/1978;0.5970
02/05/1978;0.5950
03/05/1978;0.5990
04/05/1978;0.5920
05/05/1978;0.5910
08/05/1978;0.5930
09/05/1978;0.5880
10/05/1978;0.5950
11/05/1978;0.5910
12/05/1978;0.5910
15/05/1978;0.6010
16/05/1978;0.5990
17/05/1978;0.6060
18/05/1978;0.6170
19/05/1978;0.6160
22/05/1978;0.6250
23/05/1978;0.6260
24/05/1978;0.6250
25/05/1978;0.6500
26/05/1978;0.6590
30/05/1978;0.6590
31/05/1978;0.6530
01/06/1978;0.6540
02/06/1978;0.6450
05/06/1978;0.6360
06/06/1978;0.6480
07/06/1978;0.6350
08/06/1978;0.6380
09/06/1978;0.6340
12/06/1978;0.6210
13/06/1978;0.6170
14/06/1978;0.5950
15/06/1978;0.6040
16/06/1978;0.6020
19/06/1978;0.6070
20/06/1978;0.6040
21/06/1978;0.5970
22/06/1978;0.5880
23/06/1978;0.5940
26/06/1978;0.5950
27/06/1978;0.5946
28/06/1978;0.5882
29/06/1978;0.5922
30/06/1978;0.5988
03/07/1978;0.6030
05/07/1978;0.6030
06/07/1978;0.6020
07/07/1978;0.6100
10/07/1978;0.6150
11/07/1978;0.6200
12/07/1978;0.6200
13/07/1978;0.6300
14/07/1978;0.6280
17/07/1978;0.6215
18/07/1978;0.6185
19/07/1978;0.6050
20/07/1978;0.6215
21/07/1978;0.6370
24/07/1978;0.6235
25/07/1978;0.6305
26/07/1978;0.6300
27/07/1978;0.6395
28/07/1978;0.6335
31/07/1978;0.6300
01/08/1978;0.6325
02/08/1978;0.6360
03/08/1978;0.6340
04/08/1978;0.6395
07/08/1978;0.6380
08/08/1978;0.6360
09/08/1978;0.6495
10/08/1978;0.6510
11/08/1978;0.6580
14/08/1978;0.6685
15/08/1978;0.6630
16/08/1978;0.6490
17/08/1978;0.6475
18/08/1978;0.6455
21/08/1978;0.6425
22/08/1978;0.6490
23/08/1978;0.6535
24/08/1978;0.6545
25/08/1978;0.6470
28/08/1978;0.6427
29/08/1978;0.6419
30/08/1978;0.6376
31/08/1978;0.6488
01/09/1978;0.6565
05/09/1978;0.6515
06/09/1978;0.6430
07/09/1978;0.6445
08/09/1978;0.6525
11/09/1978;0.6540
12/09/1978;0.6505
13/09/1978;0.6645
14/09/1978;0.6615
15/09/1978;0.6685
18/09/1978;0.6625
19/09/1978;0.6595
20/09/1978;0.6680
21/09/1978;0.6630
22/09/1978;0.6625
25/09/1978;0.6660
26/09/1978;0.6645
27/09/1978;0.6715
28/09/1978;0.6750
29/09/1978;0.6720
02/10/1978;0.6785
03/10/1978;0.6770
04/10/1978;0.6800
05/10/1978;0.6850
06/10/1978;0.6815
09/10/1978;0.6890
10/10/1978;0.6900
11/10/1978;0.6925
12/10/1978;0.6820
13/10/1978;0.6750
16/10/1978;0.6780
17/10/1978;0.6780
18/10/1978;0.6725
19/10/1978;0.6675
20/10/1978;0.6630
23/10/1978;0.6670
24/10/1978;0.6785
25/10/1978;0.6980
26/10/1978;0.6935
27/10/1978;0.7045
30/10/1978;0.7040
31/10/1978;0.7020
01/11/1978;0.6780
02/11/1978;0.6895
03/11/1978;0.6880
06/11/1978;0.6820
08/11/1978;0.6715
09/11/1978;0.6585
10/11/1978;0.6465
13/11/1978;0.6515
14/11/1978;0.6520
15/11/1978;0.6460
16/11/1978;0.6565
17/11/1978;0.6490
20/11/1978;0.6485
21/11/1978;0.6540
22/11/1978;0.6615
24/11/1978;0.6655
27/11/1978;0.6576
28/11/1978;0.6535
29/11/1978;0.6590
30/11/1978;0.6671
01/12/1978;0.6735
04/12/1978;0.6670
05/12/1978;0.6680
06/12/1978;0.6720
07/12/1978;0.6765
08/12/1978;0.6765
11/12/1978;0.6840
12/12/1978;0.6830
13/12/1978;0.6785
14/12/1978;0.6760
15/12/1978;0.6800
18/12/1978;0.6815
19/12/1978;0.6900
20/12/1978;0.6915
21/12/1978;0.6880
22/12/1978;0.6860
26/12/1978;0.6933
27/12/1978;0.7019
28/12/1978;0.7030
29/12/1978;0.7076
02/01/1979;0.7005
03/01/1979;0.7040
04/01/1979;0.7035
05/01/1979;0.7065
08/01/1979;0.7190
09/01/1979;0.7160
10/01/1979;0.7230
11/01/1979;0.7230
12/01/1979;0.7315
15/01/1979;0.7335
16/01/1979;0.7290
17/01/1979;0.7280
18/01/1979;0.7420
19/01/1979;0.7485
22/01/1979;0.7485
23/01/1979;0.7460
24/01/1979;0.7665
25/01/1979;0.7590
26/01/1979;0.7610
29/01/1979;0.7645
30/01/1979;0.7740
31/01/1979;0.7890
01/02/1979;0.8010
02/02/1979;0.8310
05/02/1979;0.8530
06/02/1979;0.8440
07/02/1979;0.8670
08/02/1979;0.8470
09/02/1979;0.8440
12/02/1979;0.8475
13/02/1979;0.8200
14/02/1979;0.8320
15/02/1979;0.8620
16/02/1979;0.8715
20/02/1979;0.8970
21/02/1979;0.8970
22/02/1979;0.8860
23/02/1979;0.9022
26/02/1979;0.8874
27/02/1979;0.9130
28/02/1979;0.9243
01/03/1979;0.9460
02/03/1979;0.9175
05/03/1979;0.8875
06/03/1979;0.9100
07/03/1979;0.9080
08/03/1979;0.8840
09/03/1979;0.8710
12/03/1979;0.8630
13/03/1979;0.8840
14/03/1979;0.8870
15/03/1979;0.8970
16/03/1979;0.9150
19/03/1979;0.9180
20/03/1979;0.9350
21/03/1979;0.9640
22/03/1979;0.9700
23/03/1979;0.9540
26/03/1979;0.9710
27/03/1979;0.9525
28/03/1979;0.9730
29/03/1979;0.9555
30/03/1979;0.9460
02/04/1979;0.9210
03/04/1979;0.9090
04/04/1979;0.9380
05/04/1979;0.9520
06/04/1979;0.9670
09/04/1979;0.9890
10/04/1979;0.9680
11/04/1979;0.9420
12/04/1979;0.9590
16/04/1979;0.9360
17/04/1979;0.9315
18/04/1979;0.9160
19/04/1979;0.8870
20/04/1979;0.8850
23/04/1979;0.9095
24/04/1979;0.8850
25/04/1979;0.8766
26/04/1979;0.8960
27/04/1979;0.9122
30/04/1979;0.9340
01/05/1979;0.9150
02/05/1979;0.8960
03/05/1979;0.8980
04/05/1979;0.8785
07/05/1979;0.8650
08/05/1979;0.8585
09/05/1979;0.8775
10/05/1979;0.8510
11/05/1979;0.8260
14/05/1979;0.8325
15/05/1979;0.8430
16/05/1979;0.8280
