Macrotrends Data Download;
;
Copper Prices - 45 Year Historical Chart;
;
"DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED ""AS IS"" AND SOLELY";
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.;
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE;
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.;
;
;
;
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".";
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.";
;
;
date; value
20/01/1964;0.3100
21/01/1964;0.3110
22/01/1964;0.3130
23/01/1964;0.3140
24/01/1964;0.3140
27/01/1964;0.3110
28/01/1964;0.3125
29/01/1964;0.3137
30/01/1964;0.3131
31/01/1964;0.3120
03/02/1964;0.3135
04/02/1964;0.3143
05/02/1964;0.3155
06/02/1964;0.3175
07/02/1964;0.3177
10/02/1964;0.3185
11/02/1964;0.3175
12/02/1964;0.3180
13/02/1964;0.3225
14/02/1964;0.3256
17/02/1964;0.3262
18/02/1964;0.3300
19/02/1964;0.3324
20/02/1964;0.3320
24/02/1964;0.3450
25/02/1964;0.3447
26/02/1964;0.3379
27/02/1964;0.3373
28/02/1964;0.3444
02/03/1964;0.3475
03/03/1964;0.3460
04/03/1964;0.3432
05/03/1964;0.3435
06/03/1964;0.3473
09/03/1964;0.3495
10/03/1964;0.3505
11/03/1964;0.3465
12/03/1964;0.3495
13/03/1964;0.3515
16/03/1964;0.3490
17/03/1964;0.3535
18/03/1964;0.3506
19/03/1964;0.3563
20/03/1964;0.3550
23/03/1964;0.3535
24/03/1964;0.3535
25/03/1964;0.3605
26/03/1964;0.3640
30/03/1964;0.3725
31/03/1964;0.3702
01/04/1964;0.3755
02/04/1964;0.3690
03/04/1964;0.3740
06/04/1964;0.3880
07/04/1964;0.3880
08/04/1964;0.3920
09/04/1964;0.3960
10/04/1964;0.3965
13/04/1964;0.3955
14/04/1964;0.3875
15/04/1964;0.3855
16/04/1964;0.3845
17/04/1964;0.3890
20/04/1964;0.3840
21/04/1964;0.3805
22/04/1964;0.3860
23/04/1964;0.3840
24/04/1964;0.3835
27/04/1964;0.3893
28/04/1964;0.3868
29/04/1964;0.3990
30/04/1964;0.3938
01/05/1964;0.3915
04/05/1964;0.3955
05/05/1964;0.3907
06/05/1964;0.3819
07/05/1964;0.3836
08/05/1964;0.3790
11/05/1964;0.3650
12/05/1964;0.3670
13/05/1964;0.3699
14/05/1964;0.3687
15/05/1964;0.3715
18/05/1964;0.3745
19/05/1964;0.3723
20/05/1964;0.3675
21/05/1964;0.3719
22/05/1964;0.3705
25/05/1964;0.3641
26/05/1964;0.3575
27/05/1964;0.3595
28/05/1964;0.3618
01/06/1964;0.3550
02/06/1964;0.3563
03/06/1964;0.3602
04/06/1964;0.3718
05/06/1964;0.3735
08/06/1964;0.3740
09/06/1964;0.3710
10/06/1964;0.3740
11/06/1964;0.3798
12/06/1964;0.3858
15/06/1964;0.3758
16/06/1964;0.3760
17/06/1964;0.3738
18/06/1964;0.3702
19/06/1964;0.3710
22/06/1964;0.3732
23/06/1964;0.3717
24/06/1964;0.3745
25/06/1964;0.3666
26/06/1964;0.3630
29/06/1964;0.3585
30/06/1964;0.3537
01/07/1964;0.3562
02/07/1964;0.3580
06/07/1964;0.3658
07/07/1964;0.3643
08/07/1964;0.3690
09/07/1964;0.3709
10/07/1964;0.3737
13/07/1964;0.3725
14/07/1964;0.3662
15/07/1964;0.3683
16/07/1964;0.3650
17/07/1964;0.3693
20/07/1964;0.3770
21/07/1964;0.3777
22/07/1964;0.3812
23/07/1964;0.3726
24/07/1964;0.3728
27/07/1964;0.3745
28/07/1964;0.3775
29/07/1964;0.3782
30/07/1964;0.3849
31/07/1964;0.3880
03/08/1964;0.3884
04/08/1964;0.3941
05/08/1964;0.4035
06/08/1964;0.4012
07/08/1964;0.4072
10/08/1964;0.4118
11/08/1964;0.4167
12/08/1964;0.4250
13/08/1964;0.4050
14/08/1964;0.4030
17/08/1964;0.4015
18/08/1964;0.3960
19/08/1964;0.3970
20/08/1964;0.4046
21/08/1964;0.4065
24/08/1964;0.4011
25/08/1964;0.4040
26/08/1964;0.4007
27/08/1964;0.3915
28/08/1964;0.3861
31/08/1964;0.3770
01/09/1964;0.3751
02/09/1964;0.3833
03/09/1964;0.3934
04/09/1964;0.3870
08/09/1964;0.3772
09/09/1964;0.3965
10/09/1964;0.3948
11/09/1964;0.3980
14/09/1964;0.3983
15/09/1964;0.4050
16/09/1964;0.4140
17/09/1964;0.4230
18/09/1964;0.4250
21/09/1964;0.4105
22/09/1964;0.4116
23/09/1964;0.4268
24/09/1964;0.4312
25/09/1964;0.4385
28/09/1964;0.4460
29/09/1964;0.4330
30/09/1964;0.4445
01/10/1964;0.4368
02/10/1964;0.4568
05/10/1964;0.4550
06/10/1964;0.4628
07/10/1964;0.4705
08/10/1964;0.4655
09/10/1964;0.4795
12/10/1964;0.4995
13/10/1964;0.5000
14/10/1964;0.5160
15/10/1964;0.5170
16/10/1964;0.5275
19/10/1964;0.5430
20/10/1964;0.5480
21/10/1964;0.5450
22/10/1964;0.5250
23/10/1964;0.5270
26/10/1964;0.5370
27/10/1964;0.5170
28/10/1964;0.4970
29/10/1964;0.5170
30/10/1964;0.5370
02/11/1964;0.5275
04/11/1964;0.5465
05/11/1964;0.5665
06/11/1964;0.5505
09/11/1964;0.5705
10/11/1964;0.5750
12/11/1964;0.5550
13/11/1964;0.5400
16/11/1964;0.5530
17/11/1964;0.5520
18/11/1964;0.5632
19/11/1964;0.5832
20/11/1964;0.5895
23/11/1964;0.5875
24/11/1964;0.5853
25/11/1964;0.5734
27/11/1964;0.5535
30/11/1964;0.5427
01/12/1964;0.5263
02/12/1964;0.5340
03/12/1964;0.5380
04/12/1964;0.5370
07/12/1964;0.5445
08/12/1964;0.5540
09/12/1964;0.5585
10/12/1964;0.5440
11/12/1964;0.5505
14/12/1964;0.5295
15/12/1964;0.5245
16/12/1964;0.4980
17/12/1964;0.4780
18/12/1964;0.4670
21/12/1964;0.4470
22/12/1964;0.4270
23/12/1964;0.4155
28/12/1964;0.3981
29/12/1964;0.4094
30/12/1964;0.3818
31/12/1964;0.3715
04/01/1965;0.3780
05/01/1965;0.3806
06/01/1965;0.3910
07/01/1965;0.3805
08/01/1965;0.3845
11/01/1965;0.3875
12/01/1965;0.3825
13/01/1965;0.3765
14/01/1965;0.3690
15/01/1965;0.3730
18/01/1965;0.3700
19/01/1965;0.3655
20/01/1965;0.3705
21/01/1965;0.3735
22/01/1965;0.3720
25/01/1965;0.3773
26/01/1965;0.3710
27/01/1965;0.3755
28/01/1965;0.3820
29/01/1965;0.3815
01/02/1965;0.3850
02/02/1965;0.3874
03/02/1965;0.3965
04/02/1965;0.3985
05/02/1965;0.3922
08/02/1965;0.4032
09/02/1965;0.4105
10/02/1965;0.4235
11/02/1965;0.4310
15/02/1965;0.4360
16/02/1965;0.4405
17/02/1965;0.4305
18/02/1965;0.4435
19/02/1965;0.4505
23/02/1965;0.4302
24/02/1965;0.4260
25/02/1965;0.4231
26/02/1965;0.4014
01/03/1965;0.3815
02/03/1965;0.3872
03/03/1965;0.3845
04/03/1965;0.3945
05/03/1965;0.4058
08/03/1965;0.4180
09/03/1965;0.4290
10/03/1965;0.4365
11/03/1965;0.4295
12/03/1965;0.4325
15/03/1965;0.4247
16/03/1965;0.4290
17/03/1965;0.4478
18/03/1965;0.4520
19/03/1965;0.4590
22/03/1965;0.4635
23/03/1965;0.4558
24/03/1965;0.4440
25/03/1965;0.4565
26/03/1965;0.4705
29/03/1965;0.4640
30/03/1965;0.4735
31/03/1965;0.4750
01/04/1965;0.4680
02/04/1965;0.4840
05/04/1965;0.4985
06/04/1965;0.4980
07/04/1965;0.5110
08/04/1965;0.5065
09/04/1965;0.5200
12/04/1965;0.5215
13/04/1965;0.5275
14/04/1965;0.5355
15/04/1965;0.5450
19/04/1965;0.5640
20/04/1965;0.5840
21/04/1965;0.5640
22/04/1965;0.5800
23/04/1965;0.5765
26/04/1965;0.5565
27/04/1965;0.5274
28/04/1965;0.5058
29/04/1965;0.4772
30/04/1965;0.4948
03/05/1965;0.4895
04/05/1965;0.5045
05/05/1965;0.5030
06/05/1965;0.4810
07/05/1965;0.4875
10/05/1965;0.4785
11/05/1965;0.4975
12/05/1965;0.4850
13/05/1965;0.4880
14/05/1965;0.4865
17/05/1965;0.4970
18/05/1965;0.5030
19/05/1965;0.5025
20/05/1965;0.4960
21/05/1965;0.4825
24/05/1965;0.4800
25/05/1965;0.4810
26/05/1965;0.4610
27/05/1965;0.4570
28/05/1965;0.4633
01/06/1965;0.4825
02/06/1965;0.4765
03/06/1965;0.4805
04/06/1965;0.4955
07/06/1965;0.4925
08/06/1965;0.4840
09/06/1965;0.4920
10/06/1965;0.5050
11/06/1965;0.4995
14/06/1965;0.4885
15/06/1965;0.4835
16/06/1965;0.4840
17/06/1965;0.4835
18/06/1965;0.4915
21/06/1965;0.4820
22/06/1965;0.4855
23/06/1965;0.4850
24/06/1965;0.4650
25/06/1965;0.4612
28/06/1965;0.4475
29/06/1965;0.4498
30/06/1965;0.4384
01/07/1965;0.4280
02/07/1965;0.4265
06/07/1965;0.4180
07/07/1965;0.4240
08/07/1965;0.4320
09/07/1965;0.4310
12/07/1965;0.4255
13/07/1965;0.4275
14/07/1965;0.4340
15/07/1965;0.4430
16/07/1965;0.4435
19/07/1965;0.4420
20/07/1965;0.4620
21/07/1965;0.4505
22/07/1965;0.4705
23/07/1965;0.4700
26/07/1965;0.4900
27/07/1965;0.5035
28/07/1965;0.4830
29/07/1965;0.4850
30/07/1965;0.4945
02/08/1965;0.5020
03/08/1965;0.4970
04/08/1965;0.5150
05/08/1965;0.5060
06/08/1965;0.5115
09/08/1965;0.5085
10/08/1965;0.5125
11/08/1965;0.5230
12/08/1965;0.5250
13/08/1965;0.5185
16/08/1965;0.5270
17/08/1965;0.5220
18/08/1965;0.5210
19/08/1965;0.5245
20/08/1965;0.5220
23/08/1965;0.5260
24/08/1965;0.5375
25/08/1965;0.5345
26/08/1965;0.5172
27/08/1965;0.5026
30/08/1965;0.4871
31/08/1965;0.4923
01/09/1965;0.4855
02/09/1965;0.4870
03/09/1965;0.4915
07/09/1965;0.5035
08/09/1965;0.5040
09/09/1965;0.5050
10/09/1965;0.5070
13/09/1965;0.5150
14/09/1965;0.5065
15/09/1965;0.5159
16/09/1965;0.5140
17/09/1965;0.5215
20/09/1965;0.5235
21/09/1965;0.5215
22/09/1965;0.5278
23/09/1965;0.5320
24/09/1965;0.5370
27/09/1965;0.5550
28/09/1965;0.5485
29/09/1965;0.5480
30/09/1965;0.5535
01/10/1965;0.5565
04/10/1965;0.5615
05/10/1965;0.5425
06/10/1965;0.5435
07/10/1965;0.5534
08/10/1965;0.5600
11/10/1965;0.5555
13/10/1965;0.5555
14/10/1965;0.5480
15/10/1965;0.5555
18/10/1965;0.5630
19/10/1965;0.5710
20/10/1965;0.5675
21/10/1965;0.5595
22/10/1965;0.5600
25/10/1965;0.5675
26/10/1965;0.5655
27/10/1965;0.5615
28/10/1965;0.5644
29/10/1965;0.5735
01/11/1965;0.5660
03/11/1965;0.5785
04/11/1965;0.5790
05/11/1965;0.5975
08/11/1965;0.5970
09/11/1965;0.5770
12/11/1965;0.5970
15/11/1965;0.6045
16/11/1965;0.5990
17/11/1965;0.5790
18/11/1965;0.5590
19/11/1965;0.5390
22/11/1965;0.5190
23/11/1965;0.5000
24/11/1965;0.5131
26/11/1965;0.5304
29/11/1965;0.5432
30/11/1965;0.5284
01/12/1965;0.5310
02/12/1965;0.5360
03/12/1965;0.5395
06/12/1965;0.5430
07/12/1965;0.5465
08/12/1965;0.5255
09/12/1965;0.5340
10/12/1965;0.5230
13/12/1965;0.5155
14/12/1965;0.5285
15/12/1965;0.5305
16/12/1965;0.5430
17/12/1965;0.5485
20/12/1965;0.5450
21/12/1965;0.5545
22/12/1965;0.5670
23/12/1965;0.5585
27/12/1965;0.5665
28/12/1965;0.5671
29/12/1965;0.5653
30/12/1965;0.5757
03/01/1966;0.5870
04/01/1966;0.5745
05/01/1966;0.5800
06/01/1966;0.5641
07/01/1966;0.5760
10/01/1966;0.5840
11/01/1966;0.5810
12/01/1966;0.5805
13/01/1966;0.5900
14/01/1966;0.5950
17/01/1966;0.5975
18/01/1966;0.5920
19/01/1966;0.5915
20/01/1966;0.5800
21/01/1966;0.5880
24/01/1966;0.5830
25/01/1966;0.5925
26/01/1966;0.5960
27/01/1966;0.5935
28/01/1966;0.5915
31/01/1966;0.5975
01/02/1966;0.6160
02/02/1966;0.6355
03/02/1966;0.6320
04/02/1966;0.6520
07/02/1966;0.6720
08/02/1966;0.6910
09/02/1966;0.7080
10/02/1966;0.7010
11/02/1966;0.6920
14/02/1966;0.7100
15/02/1966;0.7285
16/02/1966;0.7280
17/02/1966;0.7150
18/02/1966;0.7160
21/02/1966;0.7110
23/02/1966;0.6902
24/02/1966;0.6841
25/02/1966;0.6754
28/02/1966;0.6853
01/03/1966;0.7000
02/03/1966;0.7095
03/03/1966;0.7200
04/03/1966;0.7275
07/03/1966;0.7350
08/03/1966;0.7315
09/03/1966;0.7335
10/03/1966;0.7500
11/03/1966;0.7580
14/03/1966;0.7600
15/03/1966;0.7625
16/03/1966;0.7520
17/03/1966;0.7380
18/03/1966;0.7305
21/03/1966;0.7105
22/03/1966;0.6905
23/03/1966;0.7105
24/03/1966;0.7305
25/03/1966;0.7474
28/03/1966;0.7674
29/03/1966;0.7685
30/03/1966;0.7650
31/03/1966;0.7815
01/04/1966;0.7925
04/04/1966;0.8060
05/04/1966;0.8270
06/04/1966;0.8240
07/04/1966;0.8160
11/04/1966;0.7960
12/04/1966;0.8040
13/04/1966;0.7990
14/04/1966;0.8080
15/04/1966;0.7970
18/04/1966;0.7760
19/04/1966;0.7560
20/04/1966;0.7400
21/04/1966;0.7325
22/04/1966;0.7365
25/04/1966;0.7165
26/04/1966;0.6915
27/04/1966;0.6665
28/04/1966;0.6435
29/04/1966;0.6620
02/05/1966;0.6775
03/05/1966;0.6700
04/05/1966;0.6750
05/05/1966;0.6595
06/05/1966;0.6465
09/05/1966;0.6510
10/05/1966;0.6485
11/05/1966;0.6575
12/05/1966;0.6485
13/05/1966;0.6550
16/05/1966;0.6615
17/05/1966;0.6600
18/05/1966;0.6750
19/05/1966;0.6940
20/05/1966;0.7085
23/05/1966;0.7270
24/05/1966;0.7155
25/05/1966;0.7030
26/05/1966;0.7230
27/05/1966;0.7270
31/05/1966;0.7070
01/06/1966;0.7050
02/06/1966;0.7055
03/06/1966;0.7075
06/06/1966;0.7035
07/06/1966;0.7135
08/06/1966;0.7235
09/06/1966;0.7335
10/06/1966;0.7305
13/06/1966;0.7425
14/06/1966;0.7550
15/06/1966;0.7465
16/06/1966;0.7290
17/06/1966;0.7390
20/06/1966;0.7390
21/06/1966;0.7290
22/06/1966;0.7250
23/06/1966;0.7165
24/06/1966;0.7170
27/06/1966;0.7166
28/06/1966;0.7228
29/06/1966;0.7180
30/06/1966;0.7085
01/07/1966;0.6995
05/07/1966;0.6980
06/07/1966;0.7140
07/07/1966;0.7090
08/07/1966;0.7135
11/07/1966;0.7180
12/07/1966;0.7140
13/07/1966;0.7110
14/07/1966;0.6955
15/07/1966;0.7090
18/07/1966;0.7110
19/07/1966;0.7185
20/07/1966;0.7090
21/07/1966;0.6940
22/07/1966;0.6750
25/07/1966;0.6540
26/07/1966;0.6600
27/07/1966;0.6645
28/07/1966;0.6640
29/07/1966;0.6440
01/08/1966;0.6240
02/08/1966;0.6205
03/08/1966;0.6115
04/08/1966;0.6035
05/08/1966;0.5980
08/08/1966;0.5975
09/08/1966;0.5935
10/08/1966;0.5815
11/08/1966;0.5615
12/08/1966;0.5645
15/08/1966;0.5415
16/08/1966;0.5345
17/08/1966;0.5325
18/08/1966;0.5125
19/08/1966;0.5040
22/08/1966;0.4840
23/08/1966;0.4640
24/08/1966;0.4835
25/08/1966;0.4895
26/08/1966;0.4777
29/08/1966;0.4970
30/08/1966;0.5159
31/08/1966;0.4945
01/09/1966;0.5085
02/09/1966;0.5035
06/09/1966;0.4855
07/09/1966;0.4950
08/09/1966;0.4835
09/09/1966;0.4905
12/09/1966;0.5027
13/09/1966;0.5040
14/09/1966;0.5050
15/09/1966;0.5095
16/09/1966;0.5169
19/09/1966;0.5225
20/09/1966;0.5142
21/09/1966;0.5240
22/09/1966;0.5175
23/09/1966;0.5249
26/09/1966;0.5350
27/09/1966;0.5390
28/09/1966;0.5525
29/09/1966;0.5680
30/09/1966;0.5720
03/10/1966;0.5860
04/10/1966;0.5900
05/10/1966;0.5810
06/10/1966;0.5610
07/10/1966;0.5605
10/10/1966;0.5470
11/10/1966;0.5510
13/10/1966;0.5700
14/10/1966;0.5670
17/10/1966;0.5795
18/10/1966;0.5720
19/10/1966;0.5650
20/10/1966;0.5710
21/10/1966;0.5680
24/10/1966;0.5710
25/10/1966;0.5735
26/10/1966;0.5655
27/10/1966;0.5710
28/10/1966;0.5740
31/10/1966;0.5835
01/11/1966;0.5835
02/11/1966;0.5920
03/11/1966;0.5960
04/11/1966;0.5950
07/11/1966;0.5969
09/11/1966;0.6000
10/11/1966;0.5940
14/11/1966;0.5835
15/11/1966;0.5645
16/11/1966;0.5660
17/11/1966;0.5680
18/11/1966;0.5510
21/11/1966;0.5500
22/11/1966;0.5550
23/11/1966;0.5561
25/11/1966;0.5458
28/11/1966;0.5512
29/11/1966;0.5324
30/11/1966;0.5346
01/12/1966;0.5180
02/12/1966;0.5040
05/12/1966;0.5240
06/12/1966;0.5400
07/12/1966;0.5525
08/12/1966;0.5390
09/12/1966;0.5445
12/12/1966;0.5300
13/12/1966;0.5310
14/12/1966;0.5245
15/12/1966;0.5145
16/12/1966;0.5200
19/12/1966;0.5210
20/12/1966;0.5260
21/12/1966;0.5440
22/12/1966;0.5410
23/12/1966;0.5540
27/12/1966;0.5705
28/12/1966;0.5587
29/12/1966;0.5522
30/12/1966;0.5403
03/01/1967;0.5520
04/01/1967;0.5555
05/01/1967;0.5385
06/01/1967;0.5190
09/01/1967;0.5305
10/01/1967;0.5300
11/01/1967;0.5300
12/01/1967;0.5320
13/01/1967;0.5280
16/01/1967;0.5270
17/01/1967;0.5430
18/01/1967;0.5385
19/01/1967;0.5270
20/01/1967;0.5335
23/01/1967;0.5290
24/01/1967;0.5330
25/01/1967;0.5435
26/01/1967;0.5360
27/01/1967;0.5385
30/01/1967;0.5430
31/01/1967;0.5410
01/02/1967;0.5390
02/02/1967;0.5350
03/02/1967;0.5335
06/02/1967;0.5285
07/02/1967;0.5315
08/02/1967;0.5353
09/02/1967;0.5270
10/02/1967;0.5300
14/02/1967;0.5235
15/02/1967;0.5115
16/02/1967;0.5080
17/02/1967;0.5090
20/02/1967;0.5010
21/02/1967;0.5040
23/02/1967;0.5082
24/02/1967;0.5005
27/02/1967;0.4930
28/02/1967;0.4876
01/03/1967;0.4837
02/03/1967;0.4790
03/03/1967;0.4760
06/03/1967;0.4810
07/03/1967;0.4850
08/03/1967;0.4835
09/03/1967;0.4710
10/03/1967;0.4765
13/03/1967;0.4665
14/03/1967;0.4660
15/03/1967;0.4605
16/03/1967;0.4718
17/03/1967;0.4650
20/03/1967;0.4740
21/03/1967;0.4625
22/03/1967;0.4665
23/03/1967;0.4630
27/03/1967;0.4645
28/03/1967;0.4560
29/03/1967;0.4565
30/03/1967;0.4540
31/03/1967;0.4525
03/04/1967;0.4485
04/04/1967;0.4440
05/04/1967;0.4425
06/04/1967;0.4340
07/04/1967;0.4300
10/04/1967;0.4260
11/04/1967;0.4230
12/04/1967;0.4290
13/04/1967;0.4330
14/04/1967;0.4270
17/04/1967;0.4335
18/04/1967;0.4235
19/04/1967;0.4220
20/04/1967;0.4220
21/04/1967;0.4205
24/04/1967;0.4165
25/04/1967;0.4207
26/04/1967;0.4249
27/04/1967;0.4293
28/04/1967;0.4280
01/05/1967;0.4275
02/05/1967;0.4240
03/05/1967;0.4260
04/05/1967;0.4295
05/05/1967;0.4365
08/05/1967;0.4320
09/05/1967;0.4250
10/05/1967;0.4275
11/05/1967;0.4285
12/05/1967;0.4300
15/05/1967;0.4285
16/05/1967;0.4300
17/05/1967;0.4225
18/05/1967;0.4250
19/05/1967;0.4390
22/05/1967;0.4410
23/05/1967;0.4495
24/05/1967;0.4525
25/05/1967;0.4415
26/05/1967;0.4435
29/05/1967;0.4470
31/05/1967;0.4535
01/06/1967;0.4510
02/06/1967;0.4500
05/06/1967;0.4670
06/06/1967;0.4495
07/06/1967;0.4405
08/06/1967;0.4405
09/06/1967;0.4300
12/06/1967;0.4230
13/06/1967;0.4205
14/06/1967;0.4240
15/06/1967;0.4250
16/06/1967;0.4255
19/06/1967;0.4200
20/06/1967;0.4200
21/06/1967;0.4250
22/06/1967;0.4210
23/06/1967;0.4165
26/06/1967;0.4150
27/06/1967;0.4184
28/06/1967;0.4228
29/06/1967;0.4184
30/06/1967;0.4204
05/07/1967;0.4235
06/07/1967;0.4210
07/07/1967;0.4170
10/07/1967;0.4200
11/07/1967;0.4220
12/07/1967;0.4350
13/07/1967;0.4325
14/07/1967;0.4335
17/07/1967;0.4390
18/07/1967;0.4400
19/07/1967;0.4400
20/07/1967;0.4445
21/07/1967;0.4475
24/07/1967;0.4515
25/07/1967;0.4475
26/07/1967;0.4460
27/07/1967;0.4485
28/07/1967;0.4540
31/07/1967;0.4625
01/08/1967;0.4675
02/08/1967;0.4740
03/08/1967;0.4640
04/08/1967;0.4590
07/08/1967;0.4605
08/08/1967;0.4570
09/08/1967;0.4500
10/08/1967;0.4530
11/08/1967;0.4535
14/08/1967;0.4595
15/08/1967;0.4660
16/08/1967;0.4725
17/08/1967;0.4795
18/08/1967;0.4815
21/08/1967;0.4825
22/08/1967;0.4790
23/08/1967;0.4825
24/08/1967;0.4805
25/08/1967;0.4650
28/08/1967;0.4682
29/08/1967;0.4634
30/08/1967;0.4638
31/08/1967;0.4597
01/09/1967;0.4620
05/09/1967;0.4530
06/09/1967;0.4544
07/09/1967;0.4545
08/09/1967;0.4565
11/09/1967;0.4560
12/09/1967;0.4565
13/09/1967;0.4640
14/09/1967;0.4635
15/09/1967;0.4670
18/09/1967;0.4724
19/09/1967;0.4810
20/09/1967;0.4795
21/09/1967;0.4795
22/09/1967;0.4830
25/09/1967;0.4895
26/09/1967;0.4940
27/09/1967;0.4910
28/09/1967;0.4935
29/09/1967;0.4950
02/10/1967;0.4870
03/10/1967;0.4835
04/10/1967;0.4805
05/10/1967;0.4810
06/10/1967;0.4810
09/10/1967;0.4840
10/10/1967;0.4815
11/10/1967;0.4830
13/10/1967;0.4840
16/10/1967;0.4875
17/10/1967;0.4875
18/10/1967;0.4890
19/10/1967;0.4945
20/10/1967;0.5105
23/10/1967;0.5300
24/10/1967;0.5340
25/10/1967;0.5500
26/10/1967;0.5695
27/10/1967;0.5790
30/10/1967;0.5985
31/10/1967;0.6165
01/11/1967;0.6150
02/11/1967;0.6055
03/11/1967;0.5965
06/11/1967;0.6155
08/11/1967;0.6150
09/11/1967;0.6240
10/11/1967;0.6230
13/11/1967;0.6190
14/11/1967;0.6025
15/11/1967;0.6100
16/11/1967;0.6200
17/11/1967;0.6200
20/11/1967;0.6200
21/11/1967;0.6160
22/11/1967;0.6175
24/11/1967;0.6345
27/11/1967;0.6453
28/11/1967;0.6302
29/11/1967;0.6140
30/11/1967;0.5925
01/12/1967;0.6000
04/12/1967;0.5800
05/12/1967;0.5860
06/12/1967;0.5665
07/12/1967;0.5745
08/12/1967;0.5865
11/12/1967;0.6040
12/12/1967;0.6090
13/12/1967;0.5960
14/12/1967;0.5885
15/12/1967;0.6035
18/12/1967;0.6170
19/12/1967;0.6065
20/12/1967;0.6135
21/12/1967;0.6075
22/12/1967;0.6050
26/12/1967;0.5971
27/12/1967;0.5858
28/12/1967;0.5806
29/12/1967;0.5758
02/01/1968;0.5800
03/01/1968;0.5705
04/01/1968;0.5725
05/01/1968;0.5695
08/01/1968;0.5680
09/01/1968;0.5595
10/01/1968;0.5675
11/01/1968;0.5830
12/01/1968;0.5750
15/01/1968;0.5880
16/01/1968;0.6000
17/01/1968;0.6050
18/01/1968;0.6135
19/01/1968;0.6205
22/01/1968;0.6200
23/01/1968;0.6050
24/01/1968;0.5850
25/01/1968;0.5930
26/01/1968;0.6025
29/01/1968;0.6220
30/01/1968;0.6225
31/01/1968;0.6425
01/02/1968;0.6600
02/02/1968;0.6610
05/02/1968;0.6650
06/02/1968;0.6540
07/02/1968;0.6625
08/02/1968;0.6600
09/02/1968;0.6575
13/02/1968;0.6770
14/02/1968;0.6810
15/02/1968;0.6860
16/02/1968;0.6970
19/02/1968;0.7085
20/02/1968;0.7200
21/02/1968;0.7400
23/02/1968;0.7200
26/02/1968;0.7212
27/02/1968;0.6955
28/02/1968;0.6785
29/02/1968;0.6495
01/03/1968;0.6135
04/03/1968;0.6335
05/03/1968;0.6435
06/03/1968;0.6335
07/03/1968;0.6285
08/03/1968;0.6325
11/03/1968;0.6200
12/03/1968;0.6120
13/03/1968;0.6125
14/03/1968;0.6150
18/03/1968;0.6100
19/03/1968;0.6200
20/03/1968;0.6135
21/03/1968;0.6075
22/03/1968;0.6040
25/03/1968;0.5995
26/03/1968;0.5855
27/03/1968;0.5950
28/03/1968;0.6150
29/03/1968;0.6100
01/04/1968;0.5900
02/04/1968;0.5700
03/04/1968;0.5500
04/04/1968;0.5495
05/04/1968;0.5600
08/04/1968;0.5530
10/04/1968;0.5525
11/04/1968;0.5500
15/04/1968;0.5600
16/04/1968;0.5510
17/04/1968;0.5310
18/04/1968;0.5110
19/04/1968;0.5025
22/04/1968;0.5125
23/04/1968;0.5020
24/04/1968;0.4960
25/04/1968;0.4815
26/04/1968;0.4596
29/04/1968;0.4452
30/04/1968;0.4459
01/05/1968;0.4395
02/05/1968;0.4330
03/05/1968;0.4340
06/05/1968;0.4330
07/05/1968;0.4395
08/05/1968;0.4390
09/05/1968;0.4390
10/05/1968;0.4425
13/05/1968;0.4445
14/05/1968;0.4420
15/05/1968;0.4400
16/05/1968;0.4455
17/05/1968;0.4475
20/05/1968;0.4510
21/05/1968;0.4475
22/05/1968;0.4490
23/05/1968;0.4493
24/05/1968;0.4600
27/05/1968;0.4575
28/05/1968;0.4535
29/05/1968;0.4480
03/06/1968;0.4360
04/06/1968;0.4425
05/06/1968;0.4420
06/06/1968;0.4425
07/06/1968;0.4435
10/06/1968;0.4460
11/06/1968;0.4500
12/06/1968;0.4615
13/06/1968;0.4570
14/06/1968;0.4520
17/06/1968;0.4630
18/06/1968;0.4580
19/06/1968;0.4570
20/06/1968;0.4550
21/06/1968;0.4550
24/06/1968;0.4535
25/06/1968;0.4490
26/06/1968;0.4471
27/06/1968;0.4501
28/06/1968;0.4499
01/07/1968;0.4450
02/07/1968;0.4425
03/07/1968;0.4425
08/07/1968;0.4380
09/07/1968;0.4425
10/07/1968;0.4390
11/07/1968;0.4425
12/07/1968;0.4400
15/07/1968;0.4390
16/07/1968;0.4407
17/07/1968;0.4415
18/07/1968;0.4420
19/07/1968;0.4410
22/07/1968;0.4390
23/07/1968;0.4405
24/07/1968;0.4465
25/07/1968;0.4415
26/07/1968;0.4415
29/07/1968;0.4440
30/07/1968;0.4420
31/07/1968;0.4420
01/08/1968;0.4390
02/08/1968;0.4410
05/08/1968;0.4390
06/08/1968;0.4410
07/08/1968;0.4400
08/08/1968;0.4400
09/08/1968;0.4425
12/08/1968;0.4430
13/08/1968;0.4440
14/08/1968;0.4480
15/08/1968;0.4475
16/08/1968;0.4480
19/08/1968;0.4490
